IncidentGroup,DateOfCall,Notional Cost (£)
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Fire,2021-07-25,2112.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,0.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,704.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,704.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,3872.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Fire,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,0.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,704.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Fire,2021-07-25,704.0
False Alarm,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,352.0
Fire,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,6336.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Fire,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Fire,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1408.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,3168.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,0.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Fire,2021-07-25,1056.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,5280.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,4224.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,2816.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2816.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,4928.0
Special Service,2021-07-25,2816.0
Special Service,2021-07-25,5984.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,4928.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,5280.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,5280.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,7040.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,1760.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,2112.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1760.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,4928.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,5632.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,5632.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,5632.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1408.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,5632.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,5280.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,5280.0
Fire,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,5632.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2816.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,5280.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,2464.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1760.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1760.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1760.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2464.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,5280.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,5280.0
Special Service,2021-07-25,3872.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,7040.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1760.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1408.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,0.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1408.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1760.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Fire,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1760.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2112.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,1056.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,3872.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2112.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,2816.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,3872.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,0.0
False Alarm,2021-07-25,352.0
Fire,2021-07-25,1760.0
Special Service,2021-07-25,352.0
Fire,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,1056.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,3872.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,704.0
Special Service,2021-07-25,352.0
False Alarm,2021-07-25,352.0
Special Service,2021-07-25,352.0
Special Service,2021-07-25,352.0
